id,condition,Gefen1,Gefen1-quantised,Gefen2,Gefen2-quantised,Gefen3,Gefen3-quantised,Gefen4,Gefen4-quantised,attention3,attention3-quantised,Gefen5,Gefen5-quantised,score
602a8492c083e308e24fc90b,ToM,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,31
60947c9e72b2d0030d9fd050,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,27
60c0d16d73ec63ed0d8ffb2e,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Disagree,3,Slightly Agree,5,Agree,6,25
60a8dc307161cbf81e173a7a,No-ToM,Slightly Agree,5,Slightly Disagree,3,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,16
603c3025b948e89c30086bed,No-ToM,Agree,6,Agree,6,Disagree,2,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,24
60aea0103d3daf45ea98dfb1,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,30
6092f21eb483692c6ea09303,ToM,Slightly Disagree,3,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,21
60a7bbccd9d7527d7db5e395,ToM,Slightly Agree,5,Slightly Agree,5,Strongly Disagree,1,Slightly Agree,5,Strongly Agree,7,Agree,6,22
60b50c791594755a2b94bab6,No-ToM,Neither Agree Nor Disagree,4,Slightly Disagree,3,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,24
5e5c3bd720268d42176ecfc7,ToM,Disagree,2,Disagree,2,Slightly Disagree,3,Disagree,2,Strongly Agree,7,Disagree,2,11
5d00dddfbd66ed0019622060,ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
5cf6413fca49dd0019155ce0,No-ToM,Slightly Agree,5,Slightly Agree,5,Disagree,2,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,24
5f2ed914a87abd287ed66ddf,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,28
5fccc12e239558aff7566c2b,ToM,Agree,6,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,26
6006d99604cd7b095d7f00de,No-ToM,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,22
5e0a8d1b53b56e305d14cd2d,ToM,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,21
607c1d635d5767489a9623eb,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,26
60876d770da15b0fcd1ab9cd,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Agree,6,24
605cb63dd75eb9e91007bd52,No-ToM,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,24
5a4d409dd5b53b0001f829f1,ToM,Slightly Agree,5,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,29
5f316280965ec564c886f978,No-ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Disagree,1,Slightly Disagree,3,Strongly Agree,7,Neither Agree Nor Disagree,4,15
5d610f5bc3a4da001a53c765,No-ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,19
604fd84b494749c39720a85f,ToM,Slightly Agree,5,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Agree,6,Agree,6,23
5c741aac5d19e300179d39ac,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Agree,6,Strongly Agree,7,Slightly Agree,5,27
60ad72cdad9bcc92195751d1,ToM,Agree,6,Agree,6,Agree,6,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,28
5e98a2f1430baa0d877dea6d,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
60832e353d9fffe2d6bcfcc3,No-ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,29
5f3bea9361777498f6dcd795,ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Slightly Agree,5,29
60bcb0594fcf93f1b4d05cd7,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,16
60633a950aeb96e90172a92b,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
5febf30be6b281d5f6d6a762,ToM,Disagree,2,Slightly Agree,5,Slightly Agree,5,Strongly Disagree,1,Strongly Agree,7,Slightly Agree,5,18
60aa10aabca2a2ef60702ea0,ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,27
6034e66bfe421395a6a3a9ab,ToM,Agree,6,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,31
6092d3d5d250e90206fdc4ee,ToM,Agree,6,Agree,6,Strongly Agree,7,Slightly Disagree,3,Strongly Agree,7,Agree,6,28
5fba86b47b71a5a60f2ab4b0,ToM,Slightly Disagree,3,Agree,6,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,19
5f482ac357a1ab2e05c3f0d6,No-ToM,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,17
601b5c79e845ac360826c9df,ToM,Agree,6,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Agree,6,24
6081e0ffc082c2ed4163fad6,No-ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Disagree,2,Strongly Agree,7,Agree,6,22
5efa032d30577f09194c04c8,ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
60c576afaf4b447a213b4341,ToM,Agree,6,Agree,6,Strongly Agree,7,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,28
5ef528c985fd341756ad62fd,ToM,Strongly Disagree,1,Slightly Disagree,3,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,12
5ffb65b0da616b5c5ea3c63f,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,17
5ebc4ad2306af20607134ce6,ToM,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Agree,6,23
60a80ae7c96c2610a00b4180,No-ToM,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Disagree,1,Disagree,2,Strongly Agree,7,Neither Agree Nor Disagree,4,16
5f99dc8aa866bf0bf2d60f46,No-ToM,Strongly Agree,7,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,31
60a153e67025247950c7ee24,ToM,Strongly Agree,7,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,32
60a0dfc6f9936b0d30dfea15,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Disagree,2,14
60abff8cd5d20e946a2da34c,ToM,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
5c9cb670b472d0001295f377,No-ToM,Agree,6,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Agree,6,31
60a696c3afad1b7f16b0c744,No-ToM,Slightly Agree,5,Strongly Disagree,1,Agree,6,Agree,6,Strongly Agree,7,Agree,6,24
6086b9cc58c7269cc737c68e,No-ToM,Disagree,2,Slightly Disagree,3,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,15
601952130cd928000a796a8b,ToM,Strongly Agree,7,Strongly Agree,7,Agree,6,Agree,6,Strongly Agree,7,Agree,6,32
5f5065d2fd3fc11d40575ce7,ToM,Agree,6,Slightly Agree,5,Disagree,2,Agree,6,Strongly Agree,7,Slightly Agree,5,24
5ea352855d02232c906f62d8,No-ToM,Disagree,2,Disagree,2,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,17
5e8bce371e16e90ba6df085d,ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Slightly Agree,5,27
5c59ff6715f1930001c84b94,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5f98377006e2bc0b6d557b11,ToM,Slightly Agree,5,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,22
60b74298885464607783ac69,ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,26
5ffd1cdfd8115623b0a21de6,ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,20
5f49880fa08b214f8f65b41c,No-ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Disagree,3,21
5ff3397d7e067a860bd69413,ToM,Slightly Agree,5,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5cf7fa27dbec640001e5a0a7,ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Agree,6,Slightly Disagree,3,15
60c8678d0c06ddfaafc29f0f,ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,31
5f123a5c0712760188fcfd46,ToM,Neither Agree Nor Disagree,4,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,16
60c9d5a43bff10c1b79cd0e1,ToM,Strongly Agree,7,Disagree,2,Strongly Agree,7,Disagree,2,Slightly Agree,5,Strongly Agree,7,25
6021d6fa46e21c26b89bfaff,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,25
5a0e2710f2e3460001edb9f9,No-ToM,Slightly Agree,5,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
60476abe1e9b3823e4b126d3,ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,25
5f00535d61fa11150b09a240,No-ToM,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,17
607891c8b885bba402af59ff,No-ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Disagree,1,Agree,6,24
5c47f8f76d9ae80001a16d2f,ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5ec6d06c67b0da0fb6f85e83,ToM,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,30
6007acfc66ec422d16ca8992,No-ToM,Agree,6,Slightly Disagree,3,Strongly Disagree,1,Strongly Disagree,1,Strongly Agree,7,Agree,6,17
5f577196f5a0531fcd3a0c9d,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5ed53209c3abab098c6b112f,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,27
5fc13d6dc9e79a05bf187e52,No-ToM,Slightly Agree,5,Disagree,2,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,15
5f9b712595b777398002dc17,No-ToM,Slightly Agree,5,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,22
5ec64e3059d924018ecf38e1,ToM,Strongly Disagree,1,Strongly Disagree,1,Strongly Disagree,1,Disagree,2,Strongly Agree,7,Slightly Disagree,3,8
6061aaa4240115afd962c429,No-ToM,Agree,6,Agree,6,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,24
5fad6ab698959b09b469de28,No-ToM,Slightly Agree,5,Slightly Agree,5,Disagree,2,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,22
60a2dc206ce94a429c60a885,ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,15
60c4048693c8c366526dbbcb,ToM,Slightly Disagree,3,Disagree,2,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,21
5fdea27633528a6863d0a6f4,ToM,Strongly Agree,7,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,25
6056511161200890453ee4f1,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,25
5ecc010e39bc6d0be9636e45,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Disagree,2,Strongly Agree,7,Slightly Agree,5,22
5d1b7cf61b6cd1001ecc3893,ToM,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,23
5e77a0db24d7c931311dd356,ToM,Agree,6,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,24
60c1c8ade4bb1ec24514a4d5,No-ToM,Slightly Agree,5,Agree,6,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Agree,6,26
60c95c6e0e75ea8567c7eec1,ToM,Strongly Agree,7,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Strongly Agree,7,33
5f1604ab044c9b75a8ad5737,No-ToM,Agree,6,Agree,6,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Agree,6,25
5efd25f128bf7f168be86e34,No-ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,19
5b212164cfbf200001cfb3ad,ToM,Agree,6,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Agree,6,31
5bd0107d77740000016b52fa,ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,20
60a2c7d2f13744a90856149c,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Agree,6,Neither Agree Nor Disagree,4,16
60b912b1f9c6de6addf14e96,ToM,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Neither Agree Nor Disagree,4,16
5e94d553ddd9ff8326b0ceee,No-ToM,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,35
5f0b38b3d1a1d808efc3c4fa,No-ToM,Slightly Agree,5,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5f74fa0614255d15319ee076,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Strongly Disagree,1,Strongly Agree,7,Slightly Agree,5,22
5f0e2a81dca8d41277b46bb5,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Disagree,3,22
